Zeit [s];y_1;y_2
12.72;-4.369955381;4.385663344
12.74;-4.379380159;4.398229715
12.76;-4.385663344;4.407654493
12.78;-4.39194653;4.413937678
12.8;-4.4045129;4.423362456
12.82;-4.410796086;4.429645642
12.84;-4.413937678;4.429645642
12.86;-4.417079271;4.432787234
12.88;-4.420220864;4.435928827
12.9;-4.420220864;4.435928827
12.92;-4.417079271;4.435928827
12.94;-4.417079271;4.435928827
12.96;-4.417079271;4.429645642
12.98;-4.417079271;4.429645642
13;-4.417079271;4.426504049
13.02;-4.417079271;4.426504049
13.04;-4.417079271;4.423362456
13.06;-4.413937678;4.423362456
13.08;-4.413937678;4.423362456
13.1;-4.413937678;4.426504049
13.12;-4.417079271;4.426504049
13.14;-4.417079271;4.426504049
13.16;-4.417079271;4.426504049
13.18;-4.413937678;4.426504049
13.2;-4.417079271;4.426504049
13.22;-4.417079271;4.426504049
13.24;-4.413937678;4.426504049
13.26;-4.413937678;4.426504049
13.28;-4.417079271;4.426504049
13.3;-4.413937678;4.426504049
13.32;-4.417079271;4.426504049
13.34;-4.413937678;4.426504049
13.36;-4.413937678;4.426504049
13.38;-4.413937678;4.426504049
13.4;-4.413937678;4.426504049
13.42;-4.413937678;4.426504049
13.44;-4.413937678;4.426504049
13.46;-4.413937678;4.426504049
13.48;-4.413937678;4.426504049
13.5;-4.413937678;4.426504049
13.52;-4.413937678;4.426504049
13.54;-4.413937678;4.426504049
13.56;-4.413937678;4.426504049
13.58;-4.413937678;4.426504049
13.6;-4.413937678;4.426504049
13.62;-4.413937678;4.426504049
13.64;-4.413937678;4.426504049
13.66;-4.413937678;4.426504049
13.68;-4.413937678;4.426504049
13.7;-4.413937678;4.426504049
13.72;-4.413937678;4.426504049
13.74;-4.413937678;4.426504049
13.76;-4.413937678;4.426504049
13.78;-4.413937678;4.426504049
13.8;-4.417079271;4.426504049
13.82;-4.413937678;4.426504049
13.84;-4.413937678;4.426504049
13.86;-4.413937678;4.426504049
13.88;-4.417079271;4.426504049
13.9;-4.417079271;4.426504049
13.92;-4.413937678;4.426504049
13.94;-4.413937678;4.426504049
13.96;-4.413937678;4.426504049
13.98;-4.417079271;4.426504049
14;-4.413937678;4.426504049
14.02;-4.417079271;4.426504049
14.04;-4.417079271;4.426504049
14.06;-4.417079271;4.426504049
14.08;-4.417079271;4.426504049
14.1;-4.413937678;4.426504049
14.12;-4.417079271;4.426504049
14.14;-4.417079271;4.426504049
14.16;-4.417079271;4.426504049
14.18;-4.413937678;4.426504049
14.2;-4.417079271;4.426504049
14.22;-4.413937678;4.426504049
14.24;-4.413937678;4.426504049
14.26;-4.417079271;4.426504049
14.28;-4.417079271;4.426504049
14.3;-4.417079271;4.426504049
14.32;-4.413937678;4.426504049
14.34;-4.413937678;4.426504049
14.36;-4.413937678;4.426504049
14.38;-4.417079271;4.426504049
14.4;-4.417079271;4.426504049
14.42;-4.413937678;4.426504049
14.44;-4.413937678;4.426504049
14.46;-4.413937678;4.426504049
14.48;-4.413937678;4.426504049
14.5;-4.413937678;4.426504049
14.52;-4.417079271;4.426504049
14.54;-4.413937678;4.426504049
14.56;-4.413937678;4.426504049
14.58;-4.417079271;4.426504049
14.6;-4.417079271;4.426504049
14.62;-4.417079271;4.426504049
14.64;-4.417079271;4.426504049
14.66;-4.417079271;4.426504049
14.68;-4.413937678;4.426504049
14.7;-4.417079271;4.426504049
14.72;-4.413937678;4.426504049
14.74;-4.413937678;4.426504049
14.76;-4.413937678;4.426504049
14.78;-4.417079271;4.426504049
14.8;-4.413937678;4.426504049
14.82;-4.413937678;4.426504049
14.84;-4.413937678;4.426504049
14.86;-4.417079271;4.426504049
14.88;-4.413937678;4.426504049
14.9;-4.413937678;4.426504049
14.92;-4.413937678;4.426504049
14.94;-4.413937678;4.426504049
14.96;-4.417079271;4.426504049
14.98;-4.413937678;4.426504049
15;-4.417079271;4.426504049
15.02;-4.413937678;4.426504049
15.04;-4.417079271;4.426504049
15.06;-4.413937678;4.426504049
15.08;-4.413937678;4.426504049
15.1;-4.417079271;4.426504049
15.12;-4.413937678;4.426504049
15.14;-4.417079271;4.426504049
15.16;-4.417079271;4.426504049
15.18;-4.417079271;4.426504049
15.2;-4.417079271;4.426504049
15.22;-4.413937678;4.426504049
15.24;-4.413937678;4.426504049
15.26;-4.417079271;4.426504049
15.28;-4.417079271;4.426504049
15.3;-4.417079271;4.426504049
15.32;-4.417079271;4.426504049
15.34;-4.413937678;4.426504049
15.36;-4.417079271;4.426504049
15.38;-4.413937678;4.426504049
15.4;-4.413937678;4.426504049
15.42;-4.413937678;4.426504049
15.44;-4.413937678;4.426504049
15.46;-4.417079271;4.426504049
15.48;-4.413937678;4.426504049
15.5;-4.413937678;4.426504049
15.52;-4.417079271;4.426504049
15.54;-4.413937678;4.417079271
15.56;-4.413937678;4.410796086
15.58;-4.413937678;4.382521752
15.6;-4.410796086;4.360530603
15.62;-4.4045129;4.338539455
15.64;-4.398229715;4.310265121
15.66;-4.369955381;4.256858046
15.68;-4.347964233;4.228583712
15.7;-4.322831491;4.203450971
15.72;-4.259999638;4.153185488
15.74;-4.219158934;4.124911154
15.76;-4.175176637;4.093495228
15.78;-4.134335932;4.065220894
15.8;-4.08407045;4.027521782
15.82;-3.98982267;3.948981966
15.84;-3.945840373;3.901858076
15.86;-3.898716483;3.857875779
15.88;-3.801327111;3.74163685
15.9;-3.747920036;3.678804997
15.92;-3.694512961;3.615973144
15.94;-3.644247478;3.556282884
15.96;-3.52800855;3.430619178
15.98;-3.452610326;3.358362547
16;-3.392920066;3.298672286
16.02;-3.317521842;3.226415655
16.04;-3.169866987;3.103893542
16.06;-3.088185578;3.041061689
16.08;-3.015928947;2.993937799
16.1;-2.934247538;2.934247538
16.12;-2.792875869;2.824291796
16.14;-2.720619238;2.761459943
16.16;-2.66407057;2.698628089
16.18;-2.601238717;2.635796236
16.2;-2.494424567;2.51013253
16.22;-2.444159084;2.447300677
16.24;-2.397035195;2.384468824
16.26;-2.34362812;2.318495378
16.28;-2.243097155;2.199114858
16.3;-2.195973265;2.145707782
16.32;-2.145707782;2.098583893
16.34;-2.042035225;2.00119452
16.36;-1.985486557;1.954070631
16.38;-1.928937889;1.910088333
16.4;-1.875530814;1.869247629
16.42;-1.778141442;1.784424627
16.44;-1.724734367;1.74044233
16.46;-1.68075207;1.696460033
16.48;-1.639911365;1.655619328
16.5;-1.564513141;1.567654734
16.52;-1.523672437;1.517389252
16.54;-1.489114918;1.476548547
16.56;-1.451415806;1.429424657
16.58;-1.38544236;1.347743248
16.6;-1.347743248;1.306902544
16.62;-1.316327322;1.275486617
16.64;-1.244070691;1.212654764
16.66;-1.203229986;1.178097245
16.68;-1.165530874;1.149822911
16.7;-1.134114948;1.121548577
16.72;-1.06499991;1.06499991
16.74;-1.03044239;1.036725576
16.76;-1.002168056;1.005309649
16.78;-0.977035315;0.980176908
16.8;-0.92362824;0.920486648
16.82;-0.898495499;0.889070721
16.84;-0.87650435;0.857654794
16.86;-0.857654794;0.835663646
16.88;-0.813672497;0.782256571
16.9;-0.788539756;0.760265422
16.92;-0.766548607;0.738274274
16.94;-0.741415866;0.716283125
16.96;-0.697433569;0.681725606
16.98;-0.675442421;0.666017643
17;-0.656592865;0.650309679
17.02;-0.637743309;0.634601716
17.04;-0.603185789;0.603185789
17.06;-0.587477826;0.584336234
17.08;-0.574911456;0.56862827
17.1;-0.562345085;0.552920307
17.12;-0.543495529;0.52150438
17.14;-0.530929158;0.50893801
17.16;-0.52150438;0.496371639
17.18;-0.512079603;0.486946861
17.2;-0.493230047;0.468097305
17.22;-0.480663676;0.46181412
17.24;-0.471238898;0.455530935
17.26;-0.46181412;0.449247749
17.28;-0.449247749;0.442964564
17.3;-0.442964564;0.436681379
17.32;-0.439822972;0.433539786
17.34;-0.433539786;0.427256601
17.36;-0.433539786;0.424115008
17.38;-0.433539786;0.420973416
17.4;-0.436681379;0.417831823
17.42;-0.436681379;0.417831823
17.44;-0.436681379;0.417831823
17.46;-0.436681379;0.420973416
17.48;-0.436681379;0.420973416
17.5;-0.436681379;0.427256601
17.52;-0.436681379;0.427256601
17.54;-0.436681379;0.430398194
17.56;-0.436681379;0.430398194
17.58;-0.439822972;0.433539786
17.6;-0.439822972;0.433539786
17.62;-0.439822972;0.433539786
17.64;-0.439822972;0.430398194
17.66;-0.439822972;0.430398194
17.68;-0.439822972;0.430398194
17.7;-0.439822972;0.430398194
17.72;-0.439822972;0.430398194
17.74;-0.439822972;0.430398194
17.76;-0.439822972;0.430398194
17.78;-0.439822972;0.430398194
17.8;-0.439822972;0.430398194
17.82;-0.439822972;0.430398194
17.84;-0.439822972;0.430398194
17.86;-0.439822972;0.430398194
17.88;-0.439822972;0.430398194
17.9;-0.439822972;0.430398194
17.92;-0.439822972;0.430398194
17.94;-0.439822972;0.430398194
17.96;-0.439822972;0.430398194
17.98;-0.439822972;0.430398194
18;-0.439822972;0.430398194
18.02;-0.439822972;0.430398194
18.04;-0.439822972;0.430398194
18.06;-0.439822972;0.430398194
18.08;-0.439822972;0.430398194
18.1;-0.439822972;0.430398194
18.12;-0.439822972;0.430398194
18.14;-0.439822972;0.430398194
18.16;-0.439822972;0.430398194
18.18;-0.439822972;0.430398194
18.2;-0.439822972;0.430398194
18.22;-0.439822972;0.430398194
18.24;-0.439822972;0.430398194
18.26;-0.439822972;0.430398194
18.28;-0.439822972;0.430398194
18.3;-0.439822972;0.430398194
18.32;-0.439822972;0.430398194
18.34;-0.439822972;0.430398194
18.36;-0.439822972;0.430398194
18.38;-0.439822972;0.430398194
18.4;-0.439822972;0.430398194
18.42;-0.439822972;0.430398194
18.44;-0.439822972;0.430398194
18.46;-0.439822972;0.430398194
18.48;-0.439822972;0.430398194
18.5;-0.439822972;0.430398194
18.52;-0.439822972;0.430398194
18.54;-0.439822972;0.430398194
18.56;-0.439822972;0.430398194
18.58;-0.439822972;0.430398194
18.6;-0.439822972;0.430398194
18.62;-0.439822972;0.430398194
18.64;-0.439822972;0.430398194
18.66;-0.439822972;0.430398194
18.68;-0.439822972;0.430398194
18.7;-0.439822972;0.430398194
18.72;-0.439822972;0.430398194
18.74;-0.439822972;0.430398194
18.76;-0.439822972;0.430398194
18.78;-0.439822972;0.430398194
18.8;-0.439822972;0.430398194
18.82;-0.439822972;0.430398194
18.84;-0.439822972;0.430398194
18.86;-0.439822972;0.430398194
18.88;-0.439822972;0.430398194
18.9;-0.439822972;0.430398194
18.92;-0.439822972;0.430398194
18.94;-0.439822972;0.430398194
18.96;-0.439822972;0.430398194
18.98;-0.439822972;0.430398194
19;-0.439822972;0.430398194
19.02;-0.439822972;0.430398194
19.04;-0.439822972;0.430398194
19.06;-0.439822972;0.430398194
19.08;-0.439822972;0.430398194
19.1;-0.439822972;0.430398194
19.12;-0.439822972;0.430398194
19.14;-0.439822972;0.430398194
19.16;-0.439822972;0.430398194
19.18;-0.439822972;0.430398194
19.2;-0.439822972;0.430398194
19.22;-0.439822972;0.430398194
19.24;-0.439822972;0.430398194
19.26;-0.439822972;0.430398194
19.28;-0.439822972;0.430398194
19.3;-0.439822972;0.430398194
19.32;-0.439822972;0.430398194
19.34;-0.439822972;0.430398194
19.36;-0.439822972;0.430398194
19.38;-0.439822972;0.430398194
19.4;-0.439822972;0.430398194
19.42;-0.439822972;0.430398194
19.44;-0.439822972;0.430398194
19.46;-0.439822972;0.430398194
19.48;-0.439822972;0.430398194
19.5;-0.439822972;0.430398194
19.52;-0.439822972;0.430398194
19.54;-0.439822972;0.430398194
19.56;-0.439822972;0.430398194
19.58;-0.439822972;0.430398194
19.6;-0.439822972;0.430398194
19.62;-0.439822972;0.430398194
19.64;-0.439822972;0.430398194
19.66;-0.439822972;0.430398194
19.68;-0.439822972;0.430398194
19.7;-0.439822972;0.430398194
19.72;-0.439822972;0.430398194
19.74;-0.439822972;0.430398194
19.76;-0.439822972;0.430398194
19.78;-0.439822972;0.430398194
19.8;-0.439822972;0.430398194
19.82;-0.439822972;0.430398194
19.84;-0.439822972;0.430398194
19.86;-0.439822972;0.430398194
19.88;-0.439822972;0.430398194
19.9;-0.439822972;0.430398194
19.92;-0.439822972;0.430398194
19.94;-0.439822972;0.430398194
19.96;-0.439822972;0.430398194
19.98;-0.439822972;0.430398194
20;-0.439822972;0.430398194
20.02;-0.439822972;0.430398194
20.04;-0.439822972;0.430398194
20.06;-0.439822972;0.430398194
20.08;-0.439822972;0.430398194
20.1;-0.439822972;0.430398194
20.12;-0.439822972;0.430398194
20.14;-0.439822972;0.430398194
20.16;-0.439822972;0.430398194
20.18;-0.439822972;0.430398194
20.2;-0.439822972;0.430398194
20.22;-0.439822972;0.430398194
20.24;-0.439822972;0.430398194
20.26;-0.439822972;0.430398194
20.28;-0.439822972;0.430398194
20.3;-0.439822972;0.430398194
20.32;-0.439822972;0.430398194
20.34;-0.439822972;0.430398194
20.36;-0.439822972;0.430398194
20.38;-0.439822972;0.430398194
20.4;-0.439822972;0.430398194
20.42;-0.439822972;0.430398194
20.44;-0.439822972;0.430398194
20.46;-0.439822972;0.430398194
20.48;-0.439822972;0.430398194
20.5;-0.439822972;0.430398194
20.52;-0.427256601;0.430398194
20.54;-0.420973416;0.430398194
20.56;-0.392699082;0.430398194
20.58;-0.364424748;0.427256601
20.6;-0.289026524;0.408407045
20.62;-0.24818582;0.392699082
20.64;-0.204203522;0.370707933
20.66;-0.150796447;0.336150414
20.68;-0.05969026;0.251327412
20.7;-0.009424778;0.191637152
20.72;0.034557519;0.131946891
20.74;0.097389372;0.056548668
20.76;0.204203522;-0.09424778
20.78;0.276460154;-0.185353967
20.8;0.345575192;-0.270176968
20.82;0.427256601;-0.364424748
20.84;0.593761012;-0.543495529
20.86;0.706858347;-0.644026494
20.88;0.807389312;-0.731991088
20.9;0.926769833;-0.835663646
20.92;1.152964504;-1.036725576
20.94;1.294336173;-1.156106097
20.96;1.404291916;-1.256637061
20.98;1.542521993;-1.394867138
21;1.796990998;-1.652477736
21.02;1.94150426;-1.803274183
21.04;2.070309559;-1.938362667
21.06;2.217964413;-2.089159115
21.08;2.503849345;-2.365619268
21.1;2.660928978;-2.513274123
21.12;2.80544224;-2.648362607
21.14;2.968805058;-2.802300647
21.16;3.26725636;-3.088185578
21.18;3.430619178;-3.248406804
21.2;3.581415625;-3.392920066
21.22;3.744778443;-3.556282884
21.24;4.040088153;-3.861017371
21.26;4.206592563;-4.030663375
21.28;4.351105825;-4.181459822
21.3;4.517610236;-4.351105825
21.32;4.825486316;-4.658981905
21.34;4.998273912;-4.828627909
21.36;5.152211952;-4.979424356
21.38;5.324999548;-5.149070359
21.4;5.636017221;-5.453804847
21.42;5.815088002;-5.626592443
21.44;5.972167634;-5.783672075
21.46;6.138672045;-5.959601264
21.48;6.468539274;-6.289468492
21.5;6.638185277;-6.462256088
21.52;6.798406502;-6.622477314
21.54;7.112565768;-6.94920295
21.56;7.2696454;-7.147123287
21.58;7.404733885;-7.310486105
21.6;7.549247147;-7.489556886
21.62;7.809999337;-7.800574559
21.64;7.951371006;-7.963937377
21.66;8.07389312;-8.099025861
21.68;8.212123196;-8.24039753
21.7;8.466592201;-8.466592201
21.72;8.607963871;-8.592255908
21.74;8.727344392;-8.686503687
21.76;8.859291283;-8.793317837
21.78;9.082344362;-8.978671804
21.8;9.195441697;-9.079202769
21.82;9.280264699;-9.160884178
21.84;9.371370886;-9.261415143
21.86;9.534733704;-9.440485924
21.88;9.606990335;-9.528450518
21.9;9.67296378;-9.606990335
21.92;9.742078819;-9.691813336
21.94;9.864600932;-9.836326598
21.96;9.9211496;-9.899158451
21.98;9.974556675;-9.952565527
22;10.08451242;-10.04681331
22.02;10.1347779;-10.0907956
22.04;10.18190179;-10.13163631
22.06;10.22588409;-10.1756186
22.08;10.30128231;-10.2635832
22.1;10.33898142;-10.31384868
22.12;10.37039735;-10.35783098
22.14;10.40181328;-10.40495487
22.16;10.46150354;-10.48977787
22.18;10.49291946;-10.53061857
22.2;10.52433539;-10.56831769
22.22;10.55889291;-10.60287521
22.24;10.63114954;-10.66256547
22.26;10.66884865;-10.6908398
22.28;10.70340617;-10.71283095
22.3;10.74424688;-10.73796369
22.32;10.81022032;-10.78508758
22.34;10.84477784;-10.81022032
22.36;10.87305217;-10.83849465
22.38;10.90132651;-10.8636274
22.4;10.94530881;-10.92017606
22.42;10.96415836;-10.9484504
22.44;10.97986632;-10.97672473
22.46;10.99871588;-11.00499907
22.48;11.0332734;-11.05840614
22.5;11.05212296;-11.08039729
22.52;11.07097251;-11.10238844
22.54;11.10867162;-11.13380436
22.56;11.13066277;-11.14951233
22.58;11.15265392;-11.1620787
22.6;11.17464507;-11.17464507
22.62;11.21234418;-11.19663622
22.64;11.22805214;-11.20920259
22.66;11.24376011;-11.22176896
22.68;11.25632648;-11.23433533
22.7;11.27831763;-11.25946807
22.72;11.28460081;-11.27517603
22.74;11.290884;-11.2877424
22.76;11.29716718;-11.30345037
22.78;11.30659196;-11.32544152
22.8;11.31287515;-11.33486629
22.82;11.31915833;-11.34114948
22.84;11.32544152;-11.34429107
22.86;11.33800789;-11.35057426
22.88;11.34429107;-11.35057426
22.9;11.35057426;-11.35057426
22.92;11.35685744;-11.35057426
22.94;11.35999904;-11.34743266
22.96;11.35999904;-11.34743266
22.98;11.35999904;-11.35057426
23;11.35999904;-11.35057426
23.02;11.35685744;-11.35057426
23.04;11.35371585;-11.35057426
23.06;11.35371585;-11.35057426
23.08;11.35371585;-11.35057426
23.1;11.35371585;-11.34743266
23.12;11.35371585;-11.34743266
23.14;11.35371585;-11.34743266
23.16;11.35371585;-11.34743266
23.18;11.35371585;-11.34743266
23.2;11.35371585;-11.34743266
23.22;11.35371585;-11.34743266
23.24;11.35371585;-11.34743266
23.26;11.35371585;-11.34743266
23.28;11.35371585;-11.34743266
23.3;11.35371585;-11.34743266
23.32;11.35371585;-11.34743266
23.34;11.35371585;-11.34743266
23.36;11.35371585;-11.34743266
23.38;11.35371585;-11.34743266
23.4;11.35371585;-11.34743266
23.42;11.35371585;-11.34743266
23.44;11.35371585;-11.34743266
23.46;11.35371585;-11.34743266
23.48;11.35371585;-11.34743266
23.5;11.35371585;-11.34743266
23.52;11.35371585;-11.34743266
23.54;11.35371585;-11.34743266
23.56;11.35371585;-11.34743266
23.58;11.35371585;-11.34743266
23.6;11.35371585;-11.34743266
23.62;11.35371585;-11.34743266
23.64;11.35371585;-11.34743266
23.66;11.35371585;-11.34743266
23.68;11.35371585;-11.34743266
23.7;11.35371585;-11.34743266
23.72;11.35371585;-11.34743266
23.74;11.35371585;-11.34743266
23.76;11.35371585;-11.34743266
23.78;11.35371585;-11.34743266
23.8;11.35371585;-11.34743266
23.82;11.35371585;-11.34743266
23.84;11.35371585;-11.34743266
23.86;11.35371585;-11.34743266
23.88;11.35371585;-11.34743266
23.9;11.35371585;-11.34743266
23.92;11.35371585;-11.34743266
23.94;11.35371585;-11.34743266
23.96;11.35371585;-11.34743266
23.98;11.35371585;-11.34743266
24;11.35371585;-11.34743266
24.02;11.35371585;-11.34743266
24.04;11.35371585;-11.34743266
24.06;11.35371585;-11.34743266
24.08;11.35371585;-11.34743266
24.1;11.35371585;-11.34743266
24.12;11.35371585;-11.34743266
24.14;11.35371585;-11.34743266
24.16;11.35371585;-11.34743266
24.18;11.35371585;-11.34743266
24.2;11.35371585;-11.34743266
24.22;11.35371585;-11.34743266
24.24;11.35371585;-11.34743266
24.26;11.35371585;-11.34743266
24.28;11.35371585;-11.34743266
24.3;11.35371585;-11.34743266
24.32;11.35371585;-11.34743266
24.34;11.35371585;-11.34743266
24.36;11.35371585;-11.34743266
24.38;11.35371585;-11.34743266
24.4;11.35371585;-11.34743266
24.42;11.35371585;-11.34743266
24.44;11.35371585;-11.34743266
24.46;11.35371585;-11.34743266
24.48;11.35371585;-11.34743266
24.5;11.35371585;-11.34743266
24.52;11.35371585;-11.34743266
24.54;11.35371585;-11.34743266
24.56;11.35371585;-11.34743266
24.58;11.35371585;-11.34743266
24.6;11.35371585;-11.34743266
24.62;11.35371585;-11.34743266
24.64;11.35371585;-11.34743266
24.66;11.35371585;-11.34743266
24.68;11.35371585;-11.34743266
24.7;11.35371585;-11.34743266
24.72;11.35371585;-11.34743266
24.74;11.35371585;-11.34743266
24.76;11.35371585;-11.34743266
24.78;11.35371585;-11.34743266
24.8;11.35371585;-11.34743266
24.82;11.35371585;-11.34743266
24.84;11.35371585;-11.34743266
24.86;11.35371585;-11.34743266
24.88;11.35371585;-11.34743266
24.9;11.35371585;-11.34743266
24.92;11.35371585;-11.34743266
24.94;11.35371585;-11.34743266
24.96;11.35371585;-11.34743266
24.98;11.35371585;-11.34743266
25;11.35371585;-11.34743266
